,Unnamed: 0,id,listing_url,scrape_id,last_scraped,source,name,description,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bathrooms,bathrooms_text,bedrooms,amenities,calendar_updated,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,neiborhood_overview,neighborhood_overview,host_acceptance_rate,host_listings_count,latitude,longitude,accommodates,bathrooms.1,bedrooms.1,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated.1,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neiborhood_overview.1
753,753,4682669,https://www.airbnb.com/rooms/4682669,2.02303E+13,01/04/23,city scrape,Rural house,"Rural house (Only Adults) with sustainability certificate, with private parking, garden with barbecue and spaces for relaxation. Outdoor salt water swimming pool. Equipped Bikeroom and maps with information. Spacious kitchen, very well equipped with fireplace/BBQ, oven, dishwasher, American refrigerator, coffee makers, and a large table. Two rooms with softwos and fireplace, a pool and board games. With seven rooms, equipped with sheets. All rooms with private bathroom, towels and amenities.<br /><br /><b>The space</b><br />Sta located in the heart of the Natural Park of the MontgrÃ­. Overlooking Cap of Begur and within walking distance of medieval villages and the sea. <br /> Ideal for groups of friends, families, who want to relax and fun. We are in full nature and we have more and 15 hiking trails and bike.<br /><br /><b>Guest access</b><br />We have barbecue in the garden, area of picnic, park with swings, sandbank, toboggan... and farm animals. <br /> We rent bicycles under request",https://a0.muscache.com/pictures/miso/Hosting-4682669/original/7e9f561c-d39f-482c-a2b1-6c820ac29193.jpeg,24213114,https://www.airbnb.com/users/show/24213114,Laura,27/11/14,"Girona, Spain",--,within a few hours,f,https://a0.muscache.com/im/pictures/user/af0aa9ea-f8f2-454c-a2ad-e1ac60ca84ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/af0aa9ea-f8f2-454c-a2ad-e1ac60ca84ff.jpg?aki_policy=profile_x_medium,0,"['email', 'phone', 'work_email']",t,t,--,Torroella de MontgrÃ­,0,Entire home,Entire home/apt,0.0,8 baths,7.0,"[""Beach essentials"", ""Board games"", ""Free parking on premises"", ""Sound system"", ""Private backyard – Not fully fenced"", ""Refrigerator"", ""Valley view"", ""Shampoo"", ""Microwave"", ""Lockbox"", ""Body soap"", ""Bidet"", ""Pool table"", ""Garden view"", ""Mountain view"", ""First aid kit"", ""Hangers"", ""Window AC unit"", ""Blender"", ""Stove"", ""Room-darkening shades"", ""Dishes and silverware"", ""Bed linens"", ""Heating"", ""Shower gel"", ""Toaster"", ""Cooking basics"", ""Record player"", ""Public or shared beach access"", ""Laundromat nearby"", ""Outdoor furniture"", ""Ceiling fan"", ""BBQ grill: charcoal, wood-burning"", ""Private patio or balcony"", ""Indoor fireplace: wood-burning"", ""Bathtub"", ""Trash compactor"", ""Cleaning products"", ""Books and reading material"", ""Private pool"", ""Ocean view"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Kitchen"", ""Freezer"", ""Paid washer – In unit"", ""Dishwasher"", ""Wine glasses"", ""Barbecue utensils"", ""Dining table"", ""Self check-in"", ""Outdoor dining area"", ""Hot water kettle"", ""Clothing storage: closet"", ""Bikes"", ""Essentials"", ""TV with standard cable"", ""Wifi"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, espresso machine, Nespresso""]",0.0,t,01/04/23,28/12/15,26/12/22,PG-000878,f,--,0,1.0,2.0,42.053955,3.162875,16.0,0.0,7.0,12.0,12986.0,2.0,1125.0,1.0,2.0,30.0,30.0,1.7,30.0,0.0,8.0,8.0,16.0,180.0,4.0,1,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.05,--
